48,Q2 2023/24,,New,2023/07/18,"Department of Environment, Forestry and Fisheries
(DEFF)","Request for approval to appoint the university of Pretoria’s veterinary genetics laboratory as a sole source
to provide the services for the analysis of routine and stockpile rhino deoxyribonucleic acid (DNA) for a
period of three (3) years","University of Pretoria’s (UP) Veterinary Genetics
Laboratory (VGL)","R7 500 000,00","VGL is the only laboratory which can individualise, analysise, indicate that the
DNA is either from a white or a black rhino and also indicate that the DNA comes
from a specific rhino / rhino horn.",2023/07/15,2023/07/15,2026/07/14
49,Q2 2023/24,,New,2023/07/18,Pan South African Language Board (PanSALB),SASL Interpreters,Happy Cloud,"R8 000,00",Procurement that occurs in an Urgent Case,2023/06/07,2023/06/07,2023/06/07
50,Q2 2023/24,,New,2023/07/18,Pan South African Language Board (PanSALB),Gazette,Government Printing Works,"R1 260,97",Limited bidding - Sole Supplier,2023/06/28,2023/06/28,2023/06/28
51,Q2 2023/24,,New,2023/07/18,Pan South African Language Board (PanSALB),Gazette,Government Printing Works,"R5 043,90",Limited bidding - Sole Supplier,2023/06/20,2023/06/20,2023/06/20
52,Q2 2023/24,,New,2023/07/18,Pan South African Language Board (PanSALB),Gazette,Government Printing Works,"R1 008,78",Limited bidding - Sole Supplier,2023/07/11,2023/07/11,2023/07/11
53,Q2 2023/24,,New,2023/07/18,Pan South African Language Board (PanSALB),Gazette,Government Printing Works,"R1 008,78",Limited bidding - Sole Supplier,2023/07/17,2023/07/17,2023/07/17
54,Q2 2023/24,,New,2023/07/18,Pan South African Language Board (PanSALB),Khoe San report Board Core mandate meeting,African Tongue CC,"R8 000,00",Limited bidding - Sole Supplier,2023/07/17,2023/07/17,2023/07/17
55,Q2 2023/24,,New,2023/07/25,Civilian Secretariat for Police Service (CSPS),Group membership subscription for KM group,KMSA,"R6 000,00",Sole Supplier,2023/04/10,2023/04/10,2023/04/10
56,Q2 2023/24,,New,2023/07/25,Civilian Secretariat for Police Service (CSPS),Training for 14 officials on how to review financial statement for internal auditors,Leadership Academy for Guardian of Governance,"R92 335,00","The training is endosed by both National Treasury and Institute for Internal
Auditors, approval was granted to deviate from the normal procurement process",2023/05/08,2023/05/08,2023/05/08
57,Q2 2023/24,,New,2023/07/26,"Department of Environment, Forestry and Fisheries
(DEFF)","To report on the procurement by other means - appointment of GP infotech as a single source to continue
to provide support and maintenance (non-mandatory SITA service for all applications supported under
annexure k for a period of 36 months",GP infotech,"R49 828 040,65","To continue to provide support and maintenance (non-mandatory SITA service for
all applications supported",2023/07/19,2023/07/19,2026/07/18
58,Q2 2023/24,,New,2023/07/26,"Department of Environment, Forestry and Fisheries
(DEFF)","To request approval for the appointment of Sandock austral shipyards as a single source to conclude the
department of forestry, fisheries and the environment apprenticeship programme",Sandock Austral Shipyards,"R682 247,00",To conclude phase 3 of the of the programme,2023/07/19,2023/07/19,2024/01/18
59,Q2 2023/24,,New,2023/07/25,National Heritage Council South Africa (NHC),Certified Director Training for CEO as per approved training plan 2023-2024,Institute of Directors South Africa (IODSA),"R32 730,63","The CEO is a member of IODSA and the identified the Certified Director
Programme, Members are eligible for discounts on training offered. The training
was approved in the training plan for 2023/2024",2023/06/08,2023/06/09,2024/03/31
60,Q2 2023/24,,New,2023/07/25,National Heritage Council South Africa (NHC),"Social and Ethics Training for NHC Social and Ethics Committee, Mexico and other officials",Institute of Directors South Africa (IODSA),"R50 677,05","IODSA Social and Ethics Committee (SEC) training for the Social and Ethics
Committee members and Mexico members as per a resolution issued on 14 April
2023.",2023/06/08,2023/06/13,2023/06/13
,,5.5.1 GOVERNANCE MONITORING AND COMPLIANCE: 2023/2024 QUARTER 2 REPORT DEVIATIONS,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Number,"Period/ Quarter
(Use dropdown List)",,"Rollover / New
(Use dropdown List)","Date Received By GMC
(yyyy/mm/dd)","Entity/Department
(Use dropdown List)",Project Description,Supplier / Service Provider,"Value of Deviation
(R)",Reason for Deviation,"Award by AO/ AA
date
(yyyy/mm/dd)","Contract start date
(yyyy/mm/dd)",Contract expiry (yyyy/mm/dd)
61,Q2 2023/24,,New,2023/07/25,National Heritage Council South Africa (NHC),"Annual renewal of the Easy Intelligence Reporting Software and full view licence for 5 users from 1 July
2023 to 31 June 202",Malbo Solution and Service (Pty) Ltd,"R81 477,50","Malbo Solutions and service (Pty) Ltd is the sole supplier that offers the easy
intelligence Software that integrates with the Sage Evolution Software used by the
NHC.",2023/06/29,2023/06/01,2023/07/01
62,Q2 2023/24,,New,2023/07/31,"Local Government Sector Education and Training
Authority (LGSETA)SETA","Request to appoint a facilitator for the annual board strategic planning session and extended
management committee strategic planning sessions for the 2023/2024 financial year",FR Research Services cc,"R195 500,00","Urgent case as it was impractical to follow the normal request for quotation
process due to the urgency of the service and the possible financial implications
that would have incurred.",2023/07/17,2023/07/18,2024/03/31
63,Q2 2023/24,,New,2023/08/01,"Health and Welfare Sector Education and Training
Authority (HWSETA)SETA",Training of Accounting Authority members,The Institute of Directors South Africa,"R417 662,00","The Accounting Authority and Executives are members of the IODSA and
therefore offered discounted rates.The training offered by IODSA is relevant and
specific to the Directors",2023/02/02,2023/03/10,2023/03/10
64,Q2 2023/24,,New,2023/08/01,"Health and Welfare Sector Education and Training
Authority (HWSETA)SETA",International conference on skills for a just transition,Wits Commercial Enterprise,"R15 000,00","The conference will provide exposure to the researchers and research
management on local and international research and will enrich them with the
current research on skills formation and industry transfromation which is critical
for sector skills planning and scoping the external environment for strategic
planning",2023/05/09,2023/05/11,2023/05/12
65,Q2 2023/24,,New,2023/08/01,"Health and Welfare Sector Education and Training
Authority (HWSETA)SETA",Service provider for the SDWAN and dual link setup with the new fortigate firewalls,Kinetics Connect,"R227 612,59","Appointing a different service provbider could lead to complications as they are
not familiar with the current setup. In addition, could lead to incorrect
configurations being implemented whci could impact the performance, stability
and security of the SDWAN network nationally. The service provider is the
original service provider who installed the firewall and familiar with the
configuration of the HWSETA network and hardware.Further more warranty
issues may be affected if a different service provider works on the system.",2023/05/22,2023/05/22,2023/05/22
66,Q2 2023/24,,New,2023/08/01,"Health and Welfare Sector Education and Training
Authority (HWSETA)SETA",Training on preparing witness and evidence,SA Legal Academy,"R550,00",This is a specific unique online training hence the one quotation out of five,2023/05/15,2023/05/18,2023/05/18
67,Q2 2023/24,,New,2023/08/01,"Health and Welfare Sector Education and Training
Authority (HWSETA)SETA",Palcement of anadver on the South African Council of Social Services Professions (SACSSP) website,SACSSP,"R16 800,00","The SACSSP has a database of refisterd social work, child and youth care
professionals and other interested parties visiting their website and it would be in
the interest of the HWSETA to place an advertisement on their website to obtain
possible applications from a sufficient number of qualified community of qualified
community of expect professionals that constantly visit their website.",2023/05/31,2023/06/22,2023/06/22
68,Q2 2023/24,,New,2023/08/01,"Health and Welfare Sector Education and Training
Authority (HWSETA)SETA",Exhibition stand at 3rd African nursing conference on the 25 to 26 July 2023,3rd African Nursing Conference,"R10 000,00","These events,exhibitions and conference present the HWSETA with an
opportunity to network,enhance communication efforts and showcase the
HWSETA offering.The said space(s) for participation can only be sourced from
the organisation that is hosting the event, exhibition or conference.",2023/04/20,2023/07/25,2023/07/26
69,Q2 2023/24,,New,2023/08/01,"Health and Welfare Sector Education and Training
Authority (HWSETA)SETA",ESET Project Essential on Premium and ESET End Point Protection Standard.,Aves Cyber Security,"R149 500,00","Out of six request for quotations only Aves Cyber Security submitted the
quotation.",2023/06/07,2023/06/12,2023/06/12
70,Q2 2023/24,,New,2023/08/01,"Health and Welfare Sector Education and Training
Authority (HWSETA)SETA",Car hire upgrade from group B to Group I to use in rural career guidance event on 21 July 2023,Atlantis Travel,"R12 378,02","Colesberg is a remote area with poor quality of roads, potholes and poorly
maintained infrastructure. if a normal vehicle is used, they may become stuck on
the roadside without any safety or security.",2023/06/19,2023/07/21,2023/07/21
71,Q2 2023/24,,New,2023/08/01,"Health and Welfare Sector Education and Training
Authority (HWSETA)SETA",Senior Aruba network engineer,First Technology,"R27 255,00","The market has been tested and the non-responsiveness of the service providers
is beyond the HWSETA's control",2023/06/28,2023/07/03,2023/07/03
72,Q2 2023/24,,New,2023/08/01,"Health and Welfare Sector Education and Training
Authority (HWSETA)SETA",Directors and Officers liability insurance for the HWSETA,AC and E PI & Liability Underwriting Managers,"R105 030,00","Only two quotations were received.it has always been difficult to source a lot of
quotationsfor the directors and officers liability insurance because the market is
not keen on providing cover for public sector entities",2023/07/05,2023/07/01,2023/07/30
73,Q2 2023/24,,New,2023/08/01,"Health and Welfare Sector Education and Training
Authority (HWSETA)SETA","Appointment of the second highest point scorer for ambulance services for HWSETA career guidance
exhibition",Mubveledzabonalanga,"R44 000,00","One of the HWSETA specific goals for procuerement purposes is awarding
contracts to people with disabilities, the HWSETA has not been sucessful in
getting sertvice providers who meet the category. During the scoring of the
service, it was identified that MUbveledzabonolanga has 100% ownership of
persons with disabilities. However, they have come second in the overall scores
calculated. According to the HWSETA supply chain Policy a contract may be
awarded to the bid that did not score the highest points provided the grounds for
doing so are reasonable and jsutifiable.",2023/07/18,2023/07/21,2023/07/21
74,Q2 2023/24,,New,2023/08/01,South African Police Service (SAPS),"Supply and delvery of extraction purification kit for genomic DNA :Forensic science laboratory : Biology
section: Plattekloof (Western Cape ),Pretoria (Gauteng) and Port Elizabeth (Eastern Cape) including
validation and training",Scientific Group (Pty) Ltd and Beyond Forensic,"R48 285 510,00",Deviation from normal procurement procedures: approval of quotation 19/1/9/1,2023/07/23,once off,once off
75,Q2 2023/24,,New,2023/08/04,South African Qualifications Authority (SAQA),Provision of Activation Keys for the Edu.dex customed system,Praxis Computing,"R2 003 850,00",sole source,2023/08/04,2023/08/04,2023/04/30
76,Q2 2023/24,,New,2023/07/14,"Media, Information and Communication Technologies
Sector Education and Training Authority (MICT
SETA)SETA","Appointment of a Service Provider for urgent procurement to restore access of faulty entrance doors at
MICT SETA Head Office.",Access Cards Solutions (ACS) CC,"R5 265,28","The MICT SETA Head Office has two main entrances doors in floor level 2 and 3,
these doors endured the normal wear and tear, which has exposed organizational
assets and resources to risk pertaining to loss and safety reasons.",2023/06/29,2023/06/29,2023/06/29
77,Q2 2023/24,,New,2023/07/07,South African Qualifications Authority (SAQA),Renewal of Oracle Licenses for 12 Months,Oracle Corporation (Pty) Ltd,"R274 671,37",sole source,2023/06/30,2023/07/01,2023/07/31
78,Q2 2023/24,,New,2023/08/08,"Department of Higher Education and Training
(DHET)","Additional scope work to include additional delegates on the conference package for the ICT strategy
conference schedules as from 02-03 August 2023 at the venue Court classique suite hotel",Gemini Moon Trading 7,"R59 607,70","Due to space limitation at Court Classique hotel the venue had to be changed to
the Premier Hotel in order to accomodate the additional delegates as per the DG
request from EXCO.",2023/08/03,2023/08/03,2023/08/03
79,Q2 2023/24,,New,2023/08/14,"Insurance Sector Education and Training Authority
(Inseta)SETA","Chief Executive Officer to consider and approve procurement through other means by deviation from
normal procurement process
(limited bidding-single source) for the appointment of Majang Inc Attorneys to provide a legal opinion
with regards to Discretionary Grant (DG) contracts.",Majang Inc Attorneys,"R63 825,00",Limited bidding-single source,2023/07/31,2023/07/31,2023/07/31
80,Q2 2023/24,,New,2023/08/17,South African National Space Agency (SANSA),Supply and installation of corporate lan advertising (CLA) software,The NTH Dimension,"R112 341,78","CLA software has been identified as a suitable system to meet our massaging
and related legal compliance. The CLA will allow SANSA to push content to
relevant computer and LED screens resulting in increasing information reach and
access as well as increased employee angagement and the software solution is
not available from other vendors except the NTH Dimension.",2023/07/31,2023/08/01,2024/07/31
81,Q2 2023/24,,New,2023/08/17,South African Weather Service,"Supply and delivery of spares, support and maintenance service for Grimm, Chrmatotec, Ecotech and
Macgee Scientific air quality monitoring instruments owned by the SAWS for a period of three years on an
as and when required basis",Si Analytics (Pty) Ltd,"R2 800 000,00","Sole and exclusive distributor of GRIMM, CHROMATOTEC, ECOTECH and
MAGEE SCIENTIFIC instruments",2023/07/13,2023/08/01,2023/07/31
82,Q2 2023/24,,New,2023/08/21,Department of Small Business Development (DSBD),Implementing a pilot project for small enterprise development on medicine cannabis and industrial hemp.,Council for Scientific and Industrial research (CSIR),"R2 000 000,00","The Council for Scientific and Industrial Research (CSIR) is a leading scientific
and technology research organisation that researches, develops, localises and
diffuses technologies to accelerate socioeconomic prosperity in South Africa. The
organisation’s work contributes to industrial development and supports a capable
state.",2023/08/10,once off,once off
,,5.5.1 GOVERNANCE MONITORING AND COMPLIANCE: 2023/2024 QUARTER 2 REPORT DEVIATIONS,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Number,"Period/ Quarter
(Use dropdown List)",,"Rollover / New
(Use dropdown List)","Date Received By GMC
(yyyy/mm/dd)","Entity/Department
(Use dropdown List)",Project Description,Supplier / Service Provider,"Value of Deviation
(R)",Reason for Deviation,"Award by AO/ AA
date
(yyyy/mm/dd)","Contract start date
(yyyy/mm/dd)",Contract expiry (yyyy/mm/dd)
83,Q2 2023/24,,New,2023/08/21,"Department of Environment, Forestry and Fisheries
(DEFF)","Emergency procurement of hazardous waste removal and cleaning services as prescribed by supply
chain management circular 2 of 2023/2024",WasteBusters,"R37 205,00","The existing and growing threat of impacting the Occupational health and Safety
Standards of the officials",2023/08/14,2023/08/14,2023/09/14
84,Q2 2023/24,,New,2023/08/21,"Department of Environment, Forestry and Fisheries
(DEFF)",To provide once off training services for Internal Audit officials.,Leadership Academy,"R98 711,18",Other institutions that were sourced from CSD did not offer Internal Audit courses,2023/08/02,2023/08/02,2023/09/02
85,Q2 2023/24,,New,2023/08/25,"Banking Sector Education and Training Authority
(BANKSETA)SETA",B-BBEE Verification and issue and Certificate,JS BEE Solution (Pty) Ltd,"R103 500,00","The BANKSETA required BBEE work done in time to meet the August/September
2023 BBEE compliance reporting deadline. BANKSETA experienced difficulty in
otaining compliant providers from the CSD. The BANKSETA then used the the
National Treasury contract for BBEE work. The National Treasury contract has
two providers approved under the contract. JS BEE Solution was appointed to
perform the BBEE verification work as the other approved service provider,
Ikamva Verification Service (Pty) Ltd, had done the BBEE work.",2023/08/10,once off,once off
