26,2018/01/27,Ditsong Museums of SA,"Provision of the fixed asset
verification",TAT- I- Chain Technologies,"Additional assests identified on
the floor",495 398.40,208 360.08,0.00,2018/01/27,Not Supported,Once off,Once off
27,2018/03/01,DOT,"Taxi Scrapping Administrator for
the Recapitalisation Programme",Taxi Scrapping Administrator,"Need to conduct a survey to
establish the extent of llegal taxi
operators in the country.",0.00,132 840 000,0.00,2018/02/16,Supported,2018/04/01,2018/09/02
28,2018/03/15,DTI,"Employee Assistance
Programme",Healthi Choices,"Commencement of new bid
process",1 421 906 00,209 099 60,209 099 60,2018/03/06,Supported,2018/04/03,2018/09/02
29,2018/01/23,Environmental Affairs,Travel Management Services,Travellinck,"The new service provider is
struggling with the high volumes
for travel",3 000 000.00,1 500 000.00,0.00,2018/01/23,Not Supported,2018/02/15,2019/02/14
,,,Expansions,,,Quarter 4: Jan - Mar 2018,,,,,,
,Date Received,Department / Entry,Project Description,Supplier,Reason for Extension,"Original Contract
Value","Value of Contract
Extension","Value of Previous
Extensions","Award /
Recommendation
Date",Support Status,"Contract Start
Date",Contract End Date
30,2018/01/19,Eskom,Provision of IT services,"T – Systems South Africa (Pty)
Ltd",Finalisation of the bidding process,2 936 231 859 00,342 000 000.00,4 052 486 344.00,2018/01/19,Supported,2018/04/01,2018/10/31
31,2018/01/29,Eskom,"Supply and delivery of 66kv and
132kv circuit breakers",ABB South Africa (Pty) Ltd,Continuity of services,81 714 088 00,60 230 330 00,72 001 728 00,2018/01/29,Not Supported,2018/02/01,2019/02/06
32,2018/02/15,Eskom,"Facilities management services
to estate within North West
Operation Unit and Grid","Khumovusi Trading & Projects,
Tiyisa Trading, SHB2Y Contracts
and Motshiamos United",Continuity of services,11 587 597 64,14312327 08,0.00,2018/01/15,Supported,2016/06/01,2019/05/31
33,2018/02/22,Eskom,"Upgrade of existing plant,
design and construction of new
plant and materials for the Ash
Handling at Camden Power
Station","Rula Bulk Material Handling (Pty)
Ltd",Continuity of services,545 114 511 00,116 497 357 22,0.00,2018/02/22,Not Supported,2018/03/03,2018/12/02
34,2018/01/02,Eskom,400 MV Switchgear,Actom MV SwitchGear (Pty) Ltd,Funds exhausted,42 996 622.00,90 365 502 00,0.00,2018/01/02,Not Supported,Not applicable,Not applicable
35,2017/12/22,Eskom,Medupi Ash Dump,"Rula Bulk Materials Handling
(Pty) Ltd","Time only -Finalisation of the
project",588 977 288.92,0.00,63 363 711 04,2018/12/22,Supported,Not applicable,Not applicable
36,2017/12/13,Eskom,"Rehabilitation of civil items at
First Falls, Second Falls and
Collywobbles dams","Surface Preparations Equipment
and Coatings (Pty) Ltd","Time only - Delays caused by
inclement weather","27 714 925 81 with
contingency amount of
2 714 925.81",0.00,0.00,2017/12/13,Supported,Not stated,Not stated
37,2018/02/16,Eskom,"Area E - Pre-fabrication facility
at Duvha Power Station","Vuka Magagula Trading and
Projects cc","Time Only - delays due to design
capabilities by supplier",7 321 683.30,0.00,0.00,2018/01/31,Supported,Not stated,4 months
38,2018/01/08,Eskom,"The supply, transportation,
erection and dismantling of
scaffolding and insulation
material for 15 (FIFTEEN)
Generation Power Stations","Southey Contracting (Pty) Ltd,
Kaefer Thermal Contracting
Services, SGB-Cape and TMS
Group Industrial Services (Pty)
Ltd",Continuity of service,329 130 000,5 721 605 442,3 955 872 671,2017/01/05,Supported,2018/03/01,2018/09/30
39,2017/09/20,Eskom,"Manufacture and supply Power
Quality Meters","Actom Protection Control a
Division of Actom (Pty) Ltd",Competitive bid in process,18 908 520.70,12 718 760,0.00,2017/09/19,Not Supported,2017/09/09,2019/09/14
40,2018/01/08,Eskom,"Maintenance and outage repair
services for Boiler Pressure
parts and/or the maintenance
and outage repair services for
High Pressure Pipework","Actom, Babcock and Steinmuller","Conclude a competitive bidding
process",843 600 000,13 557 080 416,7 378 380 540,2018/01/05,Not Supported,2018/10/01,2019/09/30
41,2017/12/15,Eskom,"Civil works at Gromis and
Oranjemond substation",Gebane Engineering Services,Continuity of service,11 136 013,0.00,0.00,2018/01/02,Supported,2018/01/01,31/07/2018
42,2018/01/29,Eskom,"The maintenance workshop
services (MWS) roof and
cladding replacement",Randblast Sites (Pty) Ltd,Continuity of service,7 964 649 00,0.00,0.00,2018/01/29,Supported,2018/01/31,2018/02/28
43,2018/01/15,Eskom,"Cvil works at Upington
Substation",Rigama Construction (Pty) Ltd,Continuity of service,98 586 383,0.00,0.00,2018/01/09,Supported,2018/02/08,2018/08/08
44,2018/01/15,Eskom,"Qualified Inspection Service
during outages 121, 221 AND
222 at Koeberg Operating Unit
(KOU)",Westinghouse Electric,Continuity of service,33 729 362,21 972 030,0.00,2017/12/15,Not Supported,2018/02/01,2019/01/31
45,2017/12/18,Eskom,"Design, manufacture, delivery,
testing, installation and hot
commissioning of the 2 x
275kvAr Filter capacitor
installation at Lepeni Substation",Afritek (Pty) Ltd,Continuity of service,39 469 167,481 367,0.00,2017/12/15,Supported,2017/12/26,2018/12/25
46,2018/02/09,Eskom,NEC and FIDIC Training,BCA Training (Pty) Ltd,Continuity of service,14 625 000,4 928 576,0.00,2017/12/15,Not Supported,Not stated,2018/07/14
47,2018/01/26,Eskom,"Provision of Facilities
Management Services to Eskom
Real Estate (ERE) Corporate
Office Buildings in Gauteng
Region on as and when required
basis","Eris Periscopic Masingati, Leroy
Building Construction cc &
Thumncu (Pty) Ltd",Continuity of service,215 204 346 44,162 449 879.61,0.00,2018/01/29,Supported,2016/04/01,2019/03/31
48,2018/02/27,Eskom,"Upington Cabling & Stringing
contract for the transmission
power delivery projects in the
Northern Cape","High Voltage Technology (Pty)
Ltd",Continuity of service,3 195 284 00,472 437.00,0.00,2018/02/26,Supported,2018/03/04,2018/06/03
49,2018/01/21,Eskom,"World Bank Funded
Infrastructure for Transmission
Power",Babcock Ntuthuko,Continuity of service,135 447 983.00,0.00,0.00,2017/11/21,Supported,2017/11/24,2018/04/23
50,2018/01/24,Eskom,"Provision of Engineering and
Project Management Services",M-Tech Industrial (Pty) Ltd,Continuity of service,15 569 352.00,66 131 467.00,50 562 114.00,2018/01/24,Not Supported,2018/02/01,2018/12/30
,,,Expansions,,,Quarter 4: Jan - Mar 2018,,,,,,
,Date Received,Department / Entry,Project Description,Supplier,Reason for Extension,"Original Contract
Value","Value of Contract
Extension","Value of Previous
Extensions","Award /
Recommendation
Date",Support Status,"Contract Start
Date",Contract End Date
51,2018/02/16,Eskom,"Dismantling, Commissioning, of
existing Non-Lethal Fence,
Reconstruction and
Commissioning of Non-Lethal
Fence at Delphi Substation",SA Fence and Gate,Continuity of service,4 221 921.00,0.00,0.00,2018/02/16,Supported,2018/02/16,2018/04/15
52,2018/02/14,Eskom,"Construction of Niewehoop-
Upington 400kV Line (SECTION
B)","Consolidated Power Projects
(Pty) Ltd (Conco)",Continuity of service,63 480 395.00,0.00,0.00,2018/02/14,Supported,2018/02/28,2018/06/27
53,2018/02/14,Eskom,"Construction of Nieuwehoop-
Upington 400kV Line (SECTION
A)",Opti Power Projects (Pty) Ltd,Continuity of service,65 476 039.00,0.00,0.00,2018/02/14,Supported,2018/03/15,2018/06/30
54,2018/02/27,Eskom,"HV and MV Feeder Protection
Schemes",ABB South Africa (Pty) Ltd,Continuity of service,60 143 307.00,43 491 505.00,109 205 551.00,2018/02/27,Pending,2018/03/01,2020/02/28
55,2018/03/02,Eskom,"Medium and Low Pressure
Valves and Valve Spares","Ainsworth Diagosys JV, Ithuba
Valves and Industrial Suppliers
CC, Mitech Mokoena JV &
Zenzele Premier JV","finalisation of competitive bidding
process",78 329 552.00,0.00,54 846 472.00,2018/03/02,Not Supported,2018/03/03,2018/11/02
56,2018/03/10,Eskom,"Construction of the Ash Dump
and Dams and Miscellaneous
Infrastructure at Medupi Power
Station",Basil Read (Pty) Ltd,Continuity of service,453 471 349.00,0.00,562 790 288.00,2018/03/09,Supported,2018/03/12,2018/12/11
57,2018/03/23,Eskom,"Provision of construction
supervision at Ingula Pumped
Storage Scheme","Braamhoek Consultants Joint
Venture (BCJV)",Continuity of service,306 614 234.00,10 277 569,359 042 954.00,2018/03/23,Supported,2018/04/09,2018/12/08
58,2018/03/20,Eskom,"Installation and Erection of 160
Newly Manufactured Low Nox
Burners on (8) Units at Camden
Power Station","John Thompson a division of
ACTOM",Continuity of service,136 900 154.00,0.00,22 902 507.00,2018/03/20,Pending,2018/04/01,2022/03/30
59,2018/03/01,Eskom,"The sourcing and delivery of
material and services for the
Eskom Information Centrre
(EIC)","EBSCO International &
Worldwide Information Systems
(Pty) Ltd for subscription and
Worldwide Information Systems
(Pty) Ltd & Alicanie Trading cc for
Books",Continuity of service,56 972 064.00,98 875 887.00,0.00,2018/02/23,Pending,2018/03/01,2020/03/15
60,2018/03/25,Eskom,"Free Carrier Arrangement (FCA)
Transporters for haulage","Free Carrier Arrangement (FCA)
Transporters",Continuity of service,2 399 000.00,2 399 000.00,1 799 000.00,2018/03/25,Supported,2018/04/01,2019/03/31
61,2018/03/16,Eskom,"The Consolidated Building
Management System at Kusile
Power Station Project (P22A)","Honeywell Automation and
Control Solution Southern Africa
(Pty) Ltd",Continuity of service,64 812 115.00,52 683 323.00,0.00,2017/12/05,Supported,2018/01/01,2020/09/01
62,2018/03/05,Eskom,"Hyperwave Assurance and Ad-
Hoc Support",Suritec (Pty) Ltd,Continuity of service,5 204 492.00,49 745 383.00,59 774 558.00,2018/03/02,Not Supported,2018/03/01,2022/02/28
63,2018/03/16,Eskom,"Manufacture, Testing, Supply
and Delivery of Various
Estimated Quantities of Low
Voltage Fuses to Eskom on As
and When Required Basis","Imbani- Advanced Product (Pty)
Ltd (APT)",Continuity of service,5 198 090.00,6 764 581.00,0.00,Not stated,Pending,2018/02/01,2018/09/30
64,2018/03/13,Eskom,"Procurement of Plant Design,
Supply and Installaiton of
Overhead Track Equipment
(OHTE)",Ircon International Ltd,Continuity of service,649 997 067.00,20 231 867.00,0.00,2018/03/13,Not Supported,2018/04/11,2020/10/11
65,2018/03/28,Eskom,"Panel Contract for Provision of
Legal Services",73 legal firms,Continuity of service,200 000 000.00,270 000 000.00,43 187.00,2018/03/28,Supported,2018/04/01,2018/12/31
66,2018/03/15,Eskom,"Provision of project and
programme controls oversight
and assurance",LTE Consulting (LTE),Continuity of service,35 931 067.00,51 171 898.00,0.00,2018/03/15,Not Supported,2018/04/01,2019/03/31
67,2018/02/13,Eskom,"The supply and delivery of
lubricants to various Eskom
Power Stations","BP Southern Africa (Pty) Ltd,
Engen (Pty Ltd) and Chevron
(Pty) Ltd",Continuity of service,227 378 420.00,106 469 702.00,58 318 110.00,2018/02/12,Supported,2018/04/01,2019/07/31
68,2018/03/26,Eskom,"Design, manufacture, testing
and supply of estimated
quantities of Medium Voltage
(MV) Electric Motors to various
power stations for the
Generation Division","ABB South Africa (Pty) Ltd and
Actom (Pty) Ltd",Continuity of service,256 286 535.00,0.00,40 869 945.00,2018/03/12,Supported,2018/01/01,2018/03/31
69,2018/03/22,Eskom,"Supply og Three PSA Nitrogen
Generation Plants at Kusile
Power Station",Nugen Technologies (Pty) Ltd,Continuity of service,20 981 016.00,0.00,15 106 318.00,2018/03/20,Not Supported,2018/05/18,2018/11/15
,,,Expansions,,,Quarter 4: Jan - Mar 2018,,,,,,
,Date Received,Department / Entry,Project Description,Supplier,Reason for Extension,"Original Contract
Value","Value of Contract
Extension","Value of Previous
Extensions","Award /
Recommendation
Date",Support Status,"Contract Start
Date",Contract End Date
70,2018/03/26,Eskom,"Provision of Management
Services",Norconsultant Iyanda (Pty) Ltd,Continuity of service,38 610 983.00,1 881 000.00,0.00,2018/03/26,Not Supported,2018/04/01,2018/12/31
71,2018/03/23,Eskom,"Provision of Project
Development Services For
Transmission Projects
Developed by Group Capital:
Project Package 3",Nyeleti,Retain the necessary resources,9 689 840.00,8 312 935.00,0.00,2018/03/12,Not Supported,2018/03/31,31/09/2019
72,2018/03/23,Eskom,"Provision of Project
Development Services For
Transmission Projects
Developed by Group Capital:
Project Package 2",Project Powerhouse,Retain the necessary resources,19 284 901.00,0.00,0.00,2018/03/12,Not Supported,2018/03/31,31/09/2019
73,2018/03/23,Eskom,"Provision of Project
Development Services For
Transmission Projects
Developed by Group Capital:
Project Package 1",Vaughan Charles Associate,Continuity of service,12 726 297.00,13 762 631.00,0.00,2018/03/12,Not Supported,2018/03/31,31/09/2019
74,2018/03/31,Eskom,"Refurbishment of four main
insolation valves",WK Construction,Continuity of service,1 140 000.00,20 998 074.00,0.00,2017/11/09,Not Supported,2017/11/01,2018/05/31
75,2018/03/23,Eskom,"The Upgrade of Lift Platform
and Chairlift at Eskom Academy
of Learning and Leadership
Development Centre Centre
Buildings in Midrand",Shorts Lifts (Pty) Ltd,Continuity of service,738 850.00,191 193.51,0.00,2018/03/23,Supported,2018/01/10,2018/03/10
76,2018/03/23,Eskom,"Assessment, design,
installation, testing,
commissioning of Fire Systems
at Duvha Network Management
Centre (NMC)","Thlokomelo Management (Pty)
Ltd",Continuity of service,6 616 916.00,0.00,0.00,2018/03/23,Supported,2018/04/01,2018/06/30
77,2018/03/20,Eskom,"Transportation of coal by Rail
from various rail sidings to
Tutuka, Grootvlei, Camden and
Majuba Power Stations",Transnet Freight Rail (TFR),Continuity of service,1 987 350 000.00,1 381 347 000.00,0.00,2018/03/19,Supported,2020/04/01,2018/09/30
78,2018/03/06,Eskom,"TUTUKA Ash Dump Increase
Project: Concerpt Development
For Vertical extension of the
existing Tutuka Ash Dump
Facility and addiitonal Thermal
Monitoring",Zitholele JV,Continuity of service,6 986 072.00,691 465.00,0.00,2018/02/23,Not Supported,2018/02/26,2018/04/30
79,2018/02/19,Eskom,"Provision of Engineeing and
Project Management to Kusile
Power Station",Black & Veatch,Continuity of service,114 000 000,1 068 819 804,13 771 267 374,2018/02/12,Pending,2018/03/19,2020/06/30
80,2018/02/19,Eskom,"Provision of Engineeing and
Project Management to Medupi
Power Station","Parsons Brinckerhoff Africa (Pty)
Ltd (P&B Africa",Continuity of service,114 000 000,350 000 000,6 552 112 091,2018/02/12,Pending,2018/03/19,2019/12/31
81,2018/03/28,Eskom,"Stringing and Cabling at Various
Substations- Central Grid","R.T Tshabalala Electrical,",Continuity of service,1 979 504,0.00,0.00,2018/03/23,Pending,2018/05/01,2018/11/30
82,2018/03/29,Eskom,"LV Switchgear replacement
project at Matla Power Station",Siemens (Pty) Ltd,Continuity of service,128 119 764,13 902 373,17 708 680,2018/03/28,Not Supported,2018/07/01,2021/12/31
83,2018/03/29,Eskom,"MV Switchgear replacement
project at Matla Power Station",Siemens (Pty) Ltd,Continuity of service,270 568 947.00,20 637 527.00,0.00,2018/03/28,Not Supported,2018/07/01,2021/12/31
84,2018/01/08,Eskom,Printing Services,"Motswako Office Solution (Pty)
Ltd",Finalisation of the bidding process,211 202 604.34,85 000 000.00,0.00,2018/01/08,Not Supported,2018/04/01,2019/09/30
85,2018/01/24,Eskom,Catering,Lephalale Site Service,Continuity of services,221 046 709.94,43 455 922.21,189 829 034.77,2017/12/07,Not Supported,2018/02/01,2019/07/30
86,2018/01/24,Eskom,Security Services,Various service providers,Continuity of services,206 379 922.98,136 837 747.09,0.00,2018/01/24,Not Supported,2018/01/01,2018/12/31
87,2018/01/29,Eskom,"Supply and deliver of 400kv
circuit breakers",Actom (Pty) Ltd,Continuity of services,93 388 050.00,48 028 140.00,54 698 715.00,2018/01/29,Not Supported,2018/02/01,2019/02/06
88,2018/03/22,Eskom,"Common plant pressure vessels
testing and repairs",DB Thermal (Pty) Ltd,Continuity of services,18 153 314 65,19 104 741.28,0.00,2018/03/19,Not Supported,2018/04/01,2018/09/30
89,2018/01/09,ETDP SETA,"To allow for the technology
enabled support",Deloitte Consulting (Pty) Ltd,"SETA's 2 years operating Licence
extension",3 083 000.00,3 465 000.00,0.00,2018/01/09,Supported,2018/04/01,2020/03/31
90,2018/03/19,ETDP SETA,Office Lease - Western Cape,Cushman & Wakefield Excellerate,"SETA's 2 years operating Licence
extension",2 814 884.09,1 121 008.17,0.00,2018/03/19,Supported,2018/04/01,2020/06/30
,,,Expansions,,,Quarter 4: Jan - Mar 2018,,,,,,
,Date Received,Department / Entry,Project Description,Supplier,Reason for Extension,"Original Contract
Value","Value of Contract
Extension","Value of Previous
Extensions","Award /
Recommendation
Date",Support Status,"Contract Start
Date",Contract End Date
91,2018/03/12,ETDP SETA,"Rental, upgrade and
maintenance services for
photocopying and printing
machines",ITEC Tiyende,"RT3 contract is expiring in
September 2018",3 116 798.10,763 891.40,0.00,2018/03/12,Supported,2018/04/01,2020/06/30
92,2018/03/09,ETDP SETA,"Business Continuity, disaster
recovery and data backup
protection related services",Global Continuity (Pty) Ltd,"SETA's 2 years operating Licence
extension",3 067 037.32,1 340 000.00,0.00,2018/03/09,Supported,2018/04/01,2018/06/30
93,2018/03/07,ETDP SETA,"Provides record management,
document archiving and related
service",Document Warehouse,"To allow for the migration of all
archived records to the new
service provider",1 730 766.83,2 231 595.69,0.00,2018/03/07,Supported,2018/04/01,2018/06/30
94,2018/03/26,FASSET,"To provide ICT, Finance and
Accounting services",Deloitte,"FASSET is facing challenges of
capacity shortage",0.00,11 352.803.20,0.00,2018/03/26,Supported,2018/04/01,2019/01/30
95,2018/03/26,FASSET,Travel Management Services,"Club Travel for Travel
Management Services","FASSET is facing challenges of
capacity shortage",0.00,0.00,0.00,2018/03/26,Supported,2018/04/01,2018/09/30
96,2018/03/26,FASSET,Document Storage,Document Warehouse,"FASSET is facing challenges of
capacity shortage",0.00,53 760.00,0.00,2018/03/26,Supported,2018/04/01,2018/06/30
97,2018/03/26,FASSET,Lease of office building,Farrarmere Shopping Centre CC,"Bidders did not meet the
requirements",3 643 018.80,669 711.08,0.00,2018/03/26,Supported,2018/04/01,2018/07/31
98,2018/03/26,FASSET,Internal Audit services,BIG,"FASSET is facing challenges of
capacity shortage",0.00,99 015.00,0.00,2018/03/26,Supported,2018/04/01,31/10/2018
99,2018/02/05,FP&M SETA,"To provide Public Relations,
Marketing and Communications
Support Services",CR8TOR Global Communications,"SETA's 2 years operating Licence
extension",597 645.00,687 291.75,0.00,2018/02/05,Not Supported,2018/04/01,2020/03/31
100,2018/02/05,FP&M SETA,"To provide internal audit
services",SAB&T Business Innovation Group,Continuity of Service,556 694.00,640 198.10,0.00,2018/02/05,Not Supported,2018/04/01,2020/03/31
101,2018/02/05,FP&M SETA,Offsite storage facilities,Docufile Records Management,Continuity of Service,158 561.46,182 345.70,0.00,2018/02/05,Supported,2018/04/01,2020/03/31
102,2018/02/05,FP&M SETA,"Leasing of Durban and Cape
Town Offices",Omnicro,"SETA's 2 years operating Licence
extension",2 338 333.45,2 689 083.47,0.00,2018/02/05,Not Supported,2018/04/01,2020/03/31
103,2018/02/05,FP&M SETA,"To provide management
information system",Deloitte Consulting (Pty) Ltd,"It will not be cost-effective to
change the system",4 194 429.52,5 306 514.27,0.00,2018/02/05,Supported,2018/04/01,2018/07/31
104,2018/03/14,FP&M SETA,Appeal: Internet solutions,Mobile Telephone Network (MTN),"The service was not fully
implemented due to office burning
down",1 871 999.93,2 152 799.72,0.00,2018/03/14,Supported,2018/04/01,2020/03/31
105,2018/01/15,Geoscience,"Removal of office furniture and
other office material",Active Transport,"Relocation due to office
renovations",27 800.00,8 658.00,0.00,2018/01/15,Supported,Once off,Once off
106,2018/01/23,Geoscience,"Asset verification in Port
Elizabeth",Cradle Technology Services,Internal resourceoff sick,100 475.04,74 569.68,0.00,2018/01/23,Not Supported,Once off,Once off
107,2018/03/27,GPAA,Mainframe support services,Accenture,Continuity of service,251 818 034.90,7 554 646.05,23 133 510.60,2018/03/16,Supported,2018/04/01,2018/06/30
108,2018/03/27,GPAA,Mainframe data replication,BCX,Continuity of service,6 352 772.00,732 896.20,2 364 016.35,2018/03/16,Supported,2018/04/01,2018/06/30
109,2018/2/20,Health,"Provision of warehousing and
distribution services for national
buffer stock",Imperial Health Services (Pty) Ltd,"Business continuity and to align
the contract with the contract for
procurement of ARVs",5 363 486.00,2 550 078.00,4 875 721.00,2018/2/16,Supported,2018/04/01,2018/09/30
110,2018/02/22,Home Affairs,Extension of security contracts,"Various suppliers organised by
SASSA",Competitive bid in progress,Not indicated,Not indicated,Not indicated,2018/01/25,Not Supported,Not stated,Not stated
111,2018/3/1,Human Sciences Research Council,Courier services,Aramex South Africa,"Needs more time to finalise a
tender",4 523 292.00,1 200 000.00,0.00,2018/1/19,Not Supported,2018/02/01,2018/05/30
112,2018/3/19,Human Sciences Research Council,Off-site archiving service,Metrofile,Estimated amount exhausted,500 000.00,200 000.00,0.00,2018/3/6,Supported,2018/04/01,2018/12/31
113,2018/03/16,IDC,Independent business review,Hatch,Continuity of service,2 139 174.00,840 000.00,0.00,2018/03/16,Not Supported,Once off,Once off
114,2018/03/23,INSETA,"Document storage and archiving
services",Metrofile,Permanet withdrawal of services,168 226.67,44 090.29,0.00,2018/03/23,Supported,Once off,Once off
115,2018/2/28,"International Relations and
Cooperation","Dispatch of diplomatic bags
between DIRCO Head Office
and Missions",Skynet (Pty) Ltd,To allow the new tender process,14 901 972.00,1 489 583.33,2 234 381.00,2018/2/27,Supported,2018/03/01,2018/04/30
116,2017/12/20,IRBA,Lease of office space,Texton Property Fund,Continuity of service,32 362 264.08,19 279 922.00,16 529 459.00,2017/12/20,Supported,2018/08/01,2021/07/31
117,2017/12/19,Iziko Museums,"Verification and valuation of
Heritage Assets",Grant Thornton,Continuity of Service,6 808 536.00,3 000 000.00,0.00,2017/12/19,Not Verifiable,2017/12/01,2019/03/31
118,2018/02/28,"Justice and Constitutional
Development",Transcription Services,"Sneller Transcriptions, Digital
Audio Recordings, Lepelle Office
Supplies CC and World Focus
1176 CC for Transcription
Services",Continuity of services,35 356 199.10,12 052 887.60,29 151 835.12,2018/02/28,Supported,2018/03/01,2018/06/31
119,2017/01/31,"Justice and Constitutional
Development","Travel and accommodation
management services",Travel with Flair (Pty) Ltd,Continuity of services,168 506 615 00,73 500 000.00,361 990 622 00,2017/01/31,Supported,2018/02/01,2018/04/30
120,2018/03/29,"Justice and Constitutional
Development",Service desk,EOH Mothombo,Finalisation of the bidding process,159 903 626 82,11 569 817.80,41 560 331 17,2018/03/29,Supported,2018/04/01,2018/05/31
121,2018/1/26,Lepelle Northern Water,"Removal of 600mm steel pipes
between Nandoni Dam and
Nsami Dam",Vharanani Properties (Pty) Ltd,Continuity of service,521 035 541.00,69 335 585.00,0.00,2018/1/26,Not Supported,Not stated,Not stated
,,,Expansions,,,Quarter 4: Jan - Mar 2018,,,,,,
